"","V2","V3","V4","V5","V6","V7"
"Lachnospiraceae_bacterium_28_4","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_TWA4","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_P6B14","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_A4","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_C6A11","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_AC2029","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_AC2012","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_M18_1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_AC2031","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_10_1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_3_1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_1_4_56FAA","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_MD2004","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_9_1_43BFAA","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_6_1_37FAA","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_5_1_57FAA","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_2_1_46FAA","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_ND2006","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_8_1_57FAA","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_AD3010","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_7_1_58FAA","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_AC3007","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_2_1_58FAA","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_YSB2008","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_6_1_63FAA","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_VE202_23","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_CAG_25","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_VE202_12","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_A2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_NK4A136","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_CAG_215","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_NC2008","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_5_1_63FAA","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_CAG_364","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_NK4A144","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_3_1_57FAA_CT1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_AB2028","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_P6A3","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_FD2005","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Lachnospiraceae_bacterium_3_1_46FAA","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",""
"Agathobacter_rectalis","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter"
"Anaerostipes_hadrus","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes"
"Anaerostipes_sp_3_2_56FAA","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes"
"Anaerostipes_caccae","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes"
"Anaerostipes_sp_CAG_276","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes"
"Stomatobaculum_longum","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Stomatobaculum"
"Tyzzerella_nexilis","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella"
"Lachnobacterium_bovis","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnobacterium"
"Lachnospira_multipara","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira"
"Sellimonas_intestinalis","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Sellimonas"
"Peptococcaceae_bacterium_CEB3","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae",""
"Peptococcaceae_bacterium_BRH_c4b","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae",""
"Peptococcaceae_bacterium_SCADC1_2_3","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae",""
"Desulfitibacter_alkalitolerans","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfitibacter"
"Dehalobacter_restrictus","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Dehalobacter"
"Dehalobacter_sp_FTH1","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Dehalobacter"
"Dehalobacter_sp_UNSWDHB","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Dehalobacter"
"Desulfitobacterium_dichloroeliminans","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfitobacterium"
"Desulfitobacterium_metallireducens","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfitobacterium"
"Desulfitobacterium_hafniense","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfitobacterium"
"Desulfitobacterium_dehalogenans","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfitobacterium"
"Thermincola_potens","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Thermincola"
"Thermincola_ferriacetica","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Thermincola"
"Pelotomaculum_thermopropionicum","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Pelotomaculum"
"Syntrophobotulus_glycolicus","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Syntrophobotulus"
"Desulfotomaculum_nigrificans","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfotomaculum"
"Desulfotomaculum_kuznetsovii","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfotomaculum"
"Desulfotomaculum_reducens","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfotomaculum"
"Desulfotomaculum_ruminis","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfotomaculum"
"Desulfotomaculum_gibsoniae","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfotomaculum"
"Desulfotomaculum_acetoxidans","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfotomaculum"
"Desulfotomaculum_hydrothermale","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfotomaculum"
"Desulfotomaculum_alkaliphilum","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfotomaculum"
"Desulfosporosinus_sp_Tol_M","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfosporosinus"
"Desulfosporosinus_orientis","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfosporosinus"
"Desulfosporosinus_sp_I2","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfosporosinus"
"Desulfosporosinus_youngiae","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfosporosinus"
"Desulfosporosinus_meridiei","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfosporosinus"
"Desulfosporosinus_acidiphilus","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfosporosinus"
"Desulfosporosinus_acididurans","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfosporosinus"
"Desulfosporosinus_sp_OT","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfosporosinus"
"Desulfosporosinus_sp_HMP52","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfosporosinus"
"Clostridiales_bacterium_S5_A14a","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Family_XIII_Incertae_Sedis",""
"Eubacterium_nodatum","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Family_XIII_Incertae_Sedis",""
"Eubacterium_infirmum","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Family_XIII_Incertae_Sedis",""
"Eubacterium_sulci","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Family_XIII_Incertae_Sedis",""
"Mogibacterium_sp_CM50","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Family_XIII_Incertae_Sedis","Mogibacterium"
"Mogibacterium_timidum","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Family_XIII_Incertae_Sedis","Mogibacterium"
"Defluviitalea_sp_Alg1","Bacteria","Firmicutes","Clostridia","Clostridiales","Defluviitaleaceae",""
"Eubacterium_sp_CAG_180","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_14_2","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_plexicaudatum","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_ER2","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_desmolans","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_SB2","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_eligens_CAG_72","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_CAG_146","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_CAG_38","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_cellulosolvens","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_CAG_156","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_ventriosum","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_CAG_274","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_CAG_192","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_CAG_76","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_eligens","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_CAG_202","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_ramulus","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_CAG_161","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_3_1_31","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_siraeum_CAG_80","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_CAG_581","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_CAG_86","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_hallii_CAG_12","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_CAG_251","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_xylanophilum","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_brachy","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_limosum","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_UNK_MGS_25","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_AB3007","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_saphenum","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_acidaminophilum","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_rectale_CAG_36","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_hallii","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_dolichum_CAG_375","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_CAG_248","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_CAG_252","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_CAG_115","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_UNK_MGS_26","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_CAG_603","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_CAG_786","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Eubacterium_sp_CAG_841","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Acetobacterium_woodii","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Acetobacterium"
"Acetobacterium_bakii","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Acetobacterium"
"Pseudoramibacter_alactolyticus","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Pseudoramibacter"
"Anaerofustis_stercorihominis","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Anaerofustis"
"Oscillibacter_sp_1_3","Bacteria","Firmicutes","Clostridia","Clostridiales","Oscillospiraceae","Oscillibacter"
"Oscillibacter_sp_CAG_241","Bacteria","Firmicutes","Clostridia","Clostridiales","Oscillospiraceae","Oscillibacter"
"Oscillibacter_sp_ER4","Bacteria","Firmicutes","Clostridia","Clostridiales","Oscillospiraceae","Oscillibacter"
"Oscillibacter_sp_KLE_1728","Bacteria","Firmicutes","Clostridia","Clostridiales","Oscillospiraceae","Oscillibacter"
"Oscillibacter_sp_KLE_1745","Bacteria","Firmicutes","Clostridia","Clostridiales","Oscillospiraceae","Oscillibacter"
"Oscillibacter_ruminantium","Bacteria","Firmicutes","Clostridia","Clostridiales","Oscillospiraceae","Oscillibacter"
"Oscillibacter_valericigenes","Bacteria","Firmicutes","Clostridia","Clostridiales","Oscillospiraceae","Oscillibacter"
"Oscillibacter_sp_CAG_155","Bacteria","Firmicutes","Clostridia","Clostridiales","Oscillospiraceae","Oscillibacter"
"Oscillospiraceae_bacterium_VE202_24","Bacteria","Firmicutes","Clostridia","Clostridiales","Oscillospiraceae",""
"Butyricicoccus_pullicaecorum","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Butyricicoccus"
"Hungatella_hathewayi","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Hungatella"
"Youngiibacter_fragilis","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Youngiibacter"
"Clostridium_sp_BNL1100","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_dakarense","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_cellulovorans","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_sp_CAG_221","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_sp_KNHs205","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_saccharobutylicum","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_algidicarnis","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_sp_JC272","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_senegalense","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_sp_BL8","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_polynesiense","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_sp_LF2","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_sp_Maddingley_MBC34_26","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_sp_ASF356","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_sp_CL_2","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_colicanis","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_sp_ND2","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_sp_ATCC_29733","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_intestinale","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_sp_NkU_1","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_scatologenes","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_saccharoperbutylacetonicum","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_sp_Ade_TY","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_sp_DL_VIII","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_celatum","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"Clostridium_sp_L2_50","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
